all_to_all, ocotillo, 1, 0, 4.716897e-07, 1.296482e-07
all_to_all, ocotillo, 1, 0, 4.161501e-07, 1.897493e-08
all_to_all, ocotillo, 1, 0, 4.148245e-07, 1.373690e-08
all_to_all, ocotillo, 1, 0, 4.170871e-07, 1.957981e-08
all_to_all, ocotillo, 1, 0, 4.166818e-07, 1.878777e-08
all_to_all, ocotillo, 1, 0, 4.150414e-07, 1.607319e-08
all_to_all, ocotillo, 1, 0, 4.152012e-07, 1.532453e-08
all_to_all, ocotillo, 1, 0, 4.303384e-07, 4.943310e-08
count_primes, ocotillo, 1, 0, 2.124493e-04, 4.096512e-06
count_primes, ocotillo, 1, 0, 2.177540e-04, 1.047668e-05
count_primes, ocotillo, 1, 0, 2.204646e-04, 1.151464e-05
count_primes, ocotillo, 1, 0, 2.173185e-04, 8.632536e-06
count_primes, ocotillo, 1, 0, 2.134764e-04, 5.635612e-06
count_primes, ocotillo, 1, 0, 2.121077e-04, 1.311339e-06
count_primes, ocotillo, 1, 0, 2.220336e-04, 1.130509e-05
count_primes, ocotillo, 1, 0, 2.118682e-04, 1.352190e-06
all_to_all, ocotillo, 2, 0, 1.739786e-06, 4.734952e-07
all_to_all, ocotillo, 2, 0, 1.643748e-06, 1.048870e-07
all_to_all, ocotillo, 2, 0, 1.644828e-06, 1.625847e-07
all_to_all, ocotillo, 2, 0, 1.625524e-06, 4.574982e-08
all_to_all, ocotillo, 2, 0, 1.830988e-06, 5.433750e-07
all_to_all, ocotillo, 2, 0, 1.634865e-06, 7.418315e-08
all_to_all, ocotillo, 2, 0, 1.641467e-06, 8.519878e-08
all_to_all, ocotillo, 2, 0, 1.628220e-06, 5.893798e-08
count_primes, ocotillo, 2, 0, 2.204902e-04, 3.847782e-06
count_primes, ocotillo, 2, 0, 2.215113e-04, 5.267016e-06
count_primes, ocotillo, 2, 0, 2.229264e-04, 1.193729e-05
count_primes, ocotillo, 2, 0, 2.317141e-04, 2.347312e-05
count_primes, ocotillo, 2, 0, 2.410151e-04, 2.637101e-05
count_primes, ocotillo, 2, 0, 2.332695e-04, 1.988382e-05
count_primes, ocotillo, 2, 0, 2.479689e-04, 4.228171e-05
count_primes, ocotillo, 2, 0, 2.486202e-04, 4.523025e-05
all_to_all, ocotillo, 4, 0, 5.624876e-06, 2.487921e-06
all_to_all, ocotillo, 4, 0, 5.896690e-06, 2.716049e-06
all_to_all, ocotillo, 4, 0, 5.706136e-06, 2.561184e-06
all_to_all, ocotillo, 4, 0, 5.546679e-06, 2.654674e-06
all_to_all, ocotillo, 4, 0, 5.450335e-06, 2.488821e-06
all_to_all, ocotillo, 4, 0, 6.053483e-06, 4.543206e-06
all_to_all, ocotillo, 4, 0, 5.979269e-06, 4.298273e-06
all_to_all, ocotillo, 4, 0, 6.942213e-06, 5.754692e-06
count_primes, ocotillo, 4, 0, 4.357718e-04, 5.339055e-05
count_primes, ocotillo, 4, 0, 4.123247e-04, 3.482663e-05
count_primes, ocotillo, 4, 0, 3.932264e-04, 4.393374e-05
count_primes, ocotillo, 4, 0, 3.881638e-04, 2.687404e-05
count_primes, ocotillo, 4, 0, 3.756909e-04, 2.459570e-05
count_primes, ocotillo, 4, 0, 3.775098e-04, 1.930273e-05
count_primes, ocotillo, 4, 0, 3.843516e-04, 5.058791e-05
count_primes, ocotillo, 4, 0, 3.883251e-04, 3.654323e-05
