<<<<<<< HEAD
all_to_all, leda, 1, 0, 2.532043e-07, 7.663554e-08
all_to_all, leda, 1, 0, 1.345321e-07, 1.319318e-08
all_to_all, leda, 1, 0, 1.209094e-07, 8.455983e-10
all_to_all, leda, 1, 0, 1.209512e-07, 8.345985e-10
all_to_all, leda, 1, 0, 1.210022e-07, 7.931521e-10
all_to_all, leda, 1, 0, 1.208991e-07, 9.369226e-10
all_to_all, leda, 1, 0, 1.210319e-07, 8.574133e-10
all_to_all, leda, 1, 0, 1.206797e-07, 6.065617e-09
count_primes, leda, 1, 0, 1.596251e-04, 2.025366e-06
count_primes, leda, 1, 0, 1.592375e-04, 3.455125e-07
count_primes, leda, 1, 0, 1.592141e-04, 2.203319e-07
count_primes, leda, 1, 0, 1.592104e-04, 4.159753e-07
count_primes, leda, 1, 0, 1.593299e-04, 4.811802e-07
count_primes, leda, 1, 0, 1.592308e-04, 2.447441e-07
count_primes, leda, 1, 0, 1.592027e-04, 1.143400e-07
count_primes, leda, 1, 0, 1.593661e-04, 4.277047e-07
all_to_all, leda, 2, 0, 2.576223e-06, 1.557980e-07
all_to_all, leda, 2, 0, 2.541125e-06, 9.526725e-09
all_to_all, leda, 2, 0, 2.554067e-06, 1.467719e-08
all_to_all, leda, 2, 0, 2.569055e-06, 2.211710e-08
all_to_all, leda, 2, 0, 2.690163e-06, 4.476099e-08
all_to_all, leda, 2, 0, 2.711182e-06, 9.219910e-09
all_to_all, leda, 2, 0, 2.714271e-06, 1.422366e-08
all_to_all, leda, 2, 0, 2.704094e-06, 1.042739e-08
count_primes, leda, 2, 0, 1.605785e-04, 1.552901e-06
count_primes, leda, 2, 0, 1.604685e-04, 4.243389e-07
count_primes, leda, 2, 0, 1.605409e-04, 7.641251e-07
count_primes, leda, 2, 0, 1.607250e-04, 9.588665e-07
count_primes, leda, 2, 0, 1.604891e-04, 5.080255e-07
count_primes, leda, 2, 0, 1.605501e-04, 9.356694e-07
count_primes, leda, 2, 0, 1.605367e-04, 3.879299e-07
count_primes, leda, 2, 0, 1.606609e-04, 4.829964e-07
all_to_all, leda, 4, 0, 8.855326e-06, 4.465202e-07
all_to_all, leda, 4, 0, 8.825169e-06, 1.932046e-08
all_to_all, leda, 4, 0, 8.840793e-06, 1.627095e-08
all_to_all, leda, 4, 0, 8.853513e-06, 2.634453e-08
all_to_all, leda, 4, 0, 8.863107e-06, 1.201479e-08
all_to_all, leda, 4, 0, 8.869445e-06, 2.826289e-08
all_to_all, leda, 4, 0, 8.874839e-06, 4.486238e-08
all_to_all, leda, 4, 0, 8.777136e-06, 9.533910e-08
count_primes, leda, 4, 0, 1.743922e-04, 4.676617e-06
count_primes, leda, 4, 0, 1.761124e-04, 1.582729e-06
