benchmark,hostname,num_procs,oversubscribed,avg_time,std_dev
count_primes, leda, 1, 0, 1.592726e-04, 1.891441e-07
count_primes, leda, 1, 0, 1.593549e-04, 3.470478e-07
count_primes, leda, 1, 0, 1.592264e-04, 1.300630e-07
count_primes, leda, 1, 0, 1.595978e-04, 7.529715e-07
count_primes, leda, 1, 0, 1.592900e-04, 1.889411e-07
all_to_all, leda, 2, 0, 2.551704e-06, 6.658936e-07
all_to_all, leda, 2, 0, 2.428549e-06, 1.582271e-08
all_to_all, leda, 2, 0, 2.463808e-06, 9.527622e-09
all_to_all, leda, 2, 0, 2.467597e-06, 1.330165e-08
all_to_all, leda, 2, 0, 2.465427e-06, 2.259518e-08
all_to_all, leda, 2, 0, 2.506105e-06, 6.794466e-08
all_to_all, leda, 2, 0, 2.494124e-06, 2.099678e-08
all_to_all, leda, 2, 0, 2.512508e-06, 9.293992e-08
count_primes, leda, 2, 0, 1.608258e-04, 1.913456e-06
count_primes, leda, 2, 0, 1.605236e-04, 7.357217e-07
count_primes, leda, 2, 0, 1.605396e-04, 7.820543e-07
count_primes, leda, 2, 0, 1.605775e-04, 7.714883e-07
count_primes, leda, 2, 0, 1.606313e-04, 7.136032e-07
count_primes, leda, 2, 0, 1.606852e-04, 8.311897e-07
count_primes, leda, 2, 0, 1.607170e-04, 9.883046e-07
count_primes, leda, 2, 0, 1.608219e-04, 9.241942e-07
all_to_all, leda, 4, 0, 7.012475e-06, 7.825276e-07
all_to_all, leda, 4, 0, 6.976040e-06, 5.586982e-08
all_to_all, leda, 4, 0, 7.125989e-06, 1.336885e-07
all_to_all, leda, 4, 0, 7.374261e-06, 2.743998e-07
all_to_all, leda, 4, 0, 8.003083e-06, 2.900116e-08
all_to_all, leda, 4, 0, 7.453001e-06, 3.252472e-07
all_to_all, leda, 4, 0, 7.090741e-06, 1.136936e-07
all_to_all, leda, 4, 0, 7.034831e-06, 5.746281e-08
count_primes, leda, 4, 0, 1.751515e-04, 4.806927e-06
count_primes, leda, 4, 0, 1.768522e-04, 1.622111e-06
count_primes, leda, 4, 0, 1.793015e-04, 3.206212e-06
count_primes, leda, 4, 0, 1.786592e-04, 1.381613e-06
count_primes, leda, 4, 0, 1.791449e-04, 1.641496e-06
count_primes, leda, 4, 0, 1.791706e-04, 1.648555e-06
count_primes, leda, 4, 0, 1.791111e-04, 2.236116e-06
count_primes, leda, 4, 0, 1.790823e-04, 1.545964e-06
all_to_all, leda, 6, 0, 1.609732e-05, 1.205746e-06
all_to_all, leda, 6, 0, 1.500629e-05, 1.351725e-06
all_to_all, leda, 6, 0, 1.293660e-05, 1.942643e-07
all_to_all, leda, 6, 0, 1.298238e-05, 1.701982e-07
all_to_all, leda, 6, 0, 1.332273e-05, 2.211068e-07
all_to_all, leda, 6, 0, 1.329134e-05, 9.777695e-08
all_to_all, leda, 6, 0, 1.329085e-05, 1.597201e-07
all_to_all, leda, 6, 0, 1.332159e-05, 1.798203e-07
count_primes, leda, 6, 0, 2.018388e-04, 1.534003e-05
count_primes, leda, 6, 0, 1.878697e-04, 2.084938e-06
count_primes, leda, 6, 0, 1.926320e-04, 1.041964e-05
count_primes, leda, 6, 0, 1.897590e-04, 3.633957e-06
count_primes, leda, 6, 0, 1.962305e-04, 1.480980e-05
count_primes, leda, 6, 0, 1.901614e-04, 8.748853e-06
count_primes, leda, 6, 0, 1.889042e-04, 4.018412e-06
count_primes, leda, 6, 0, 1.880090e-04, 2.248920e-06
all_to_all, leda, 8, 0, 2.288795e-05, 4.329128e-06
all_to_all, leda, 8, 0, 2.064827e-05, 9.452839e-07
all_to_all, leda, 8, 0, 2.071807e-05, 5.836801e-07
all_to_all, leda, 8, 0, 2.228859e-05, 9.863991e-07
all_to_all, leda, 8, 0, 2.177524e-05, 7.227566e-07
all_to_all, leda, 8, 0, 2.183101e-05, 1.161121e-06
all_to_all, leda, 8, 0, 2.351961e-05, 4.937667e-07
all_to_all, leda, 8, 0, 2.270975e-05, 1.416583e-06
count_primes, leda, 8, 0, 2.241016e-04, 9.639848e-06
count_primes, leda, 8, 0, 2.182645e-04, 1.203962e-05
count_primes, leda, 8, 0, 2.273552e-04, 5.667735e-07
count_primes, leda, 8, 0, 2.158083e-04, 1.240348e-05
count_primes, leda, 8, 0, 2.283544e-04, 6.934704e-07
count_primes, leda, 8, 0, 2.284270e-04, 8.353263e-07
count_primes, leda, 8, 0, 2.128120e-04, 1.382277e-05
count_primes, leda, 8, 0, 2.155598e-04, 1.357245e-05
all_to_all, leda, 32, 1, 4.242548e-04, 3.881870e-05
all_to_all, leda, 32, 1, 4.299512e-04, 3.438780e-05
all_to_all, leda, 32, 1, 4.454422e-04, 4.177933e-05
all_to_all, leda, 32, 1, 4.450393e-04, 5.314711e-05
all_to_all, leda, 32, 1, 4.317535e-04, 4.264721e-05
all_to_all, leda, 32, 1, 4.301249e-04, 3.669890e-05
all_to_all, leda, 32, 1, 4.345858e-04, 3.993068e-05
all_to_all, leda, 32, 1, 4.449403e-04, 4.533648e-05
count_primes, leda, 32, 1, 1.254557e-03, 1.064753e-04
count_primes, leda, 32, 1, 1.259084e-03, 1.221663e-04
count_primes, leda, 32, 1, 1.261608e-03, 1.170965e-04
count_primes, leda, 32, 1, 1.265273e-03, 1.023671e-04
count_primes, leda, 32, 1, 1.239480e-03, 1.054725e-04
count_primes, leda, 32, 1, 1.270783e-03, 1.197962e-04
count_primes, leda, 32, 1, 1.258261e-03, 9.797932e-05
count_primes, leda, 32, 1, 1.259876e-03, 1.072841e-04
count_primes, leda, 64, 1, 2.199053e-03, 1.862939e-04
count_primes, leda, 64, 1, 2.254115e-03, 1.728250e-04
count_primes, leda, 64, 1, 2.214942e-03, 1.798700e-04
count_primes, leda, 64, 1, 2.235617e-03, 1.861965e-04
count_primes, leda, 64, 1, 2.199618e-03, 2.003049e-04
count_primes, leda, 64, 1, 2.202751e-03, 1.672430e-04
count_primes, leda, 64, 1, 2.245706e-03, 1.834268e-04
count_primes, leda, 64, 1, 2.196629e-03, 1.970243e-04
count_primes, leda, 128, 1, 5.060489e-03, 5.007344e-04
count_primes, leda, 128, 1, 4.849017e-03, 2.573354e-04
count_primes, leda, 128, 1, 4.918928e-03, 3.468298e-04
count_primes, leda, 128, 1, 4.911244e-03, 3.451231e-04
count_primes, leda, 128, 1, 4.913777e-03, 2.699601e-04
count_primes, leda, 128, 1, 4.841420e-03, 2.520313e-04
count_primes, leda, 128, 1, 4.810342e-03, 2.619249e-04
count_primes, leda, 128, 1, 4.865792e-03, 2.619974e-04
all_to_all, leda, 16, 1, 1.095475e-04, 1.545682e-05
all_to_all, leda, 16, 1, 1.040696e-04, 2.042079e-05
all_to_all, leda, 16, 1, 1.085145e-04, 2.157958e-05
all_to_all, leda, 16, 1, 1.067781e-04, 2.396587e-05
all_to_all, leda, 16, 1, 1.108752e-04, 2.019252e-05
all_to_all, leda, 16, 1, 1.169134e-04, 1.696691e-05
all_to_all, leda, 16, 1, 1.225878e-04, 1.078350e-05
all_to_all, leda, 16, 1, 1.187705e-04, 1.467232e-05
count_primes, leda, 16, 1, 6.777581e-04, 1.578418e-04
count_primes, leda, 16, 1, 7.201316e-04, 9.741100e-05
count_primes, leda, 16, 1, 7.040344e-04, 1.427646e-04
count_primes, leda, 16, 1, 6.715141e-04, 1.468724e-04
count_primes, leda, 16, 1, 6.652528e-04, 1.633144e-04
count_primes, leda, 16, 1, 6.545780e-04, 1.541079e-04
count_primes, leda, 16, 1, 6.781779e-04, 1.549645e-04
count_primes, leda, 16, 1, 6.214456e-04, 1.907282e-04
all_to_all, mack, 1, 0, 5.671782e-07, 3.096755e-08
all_to_all, mack, 1, 0, 5.712300e-07, 3.770986e-08
all_to_all, mack, 1, 0, 5.523834e-07, 2.357577e-08
all_to_all, mack, 1, 0, 5.654274e-07, 2.775089e-08
all_to_all, mack, 1, 0, 5.694867e-07, 2.369393e-08
all_to_all, mack, 1, 0, 5.856711e-07, 3.836698e-08
all_to_all, mack, 1, 0, 5.612437e-07, 2.690028e-08
all_to_all, mack, 1, 0, 5.673873e-07, 2.878843e-08
count_primes, mack, 1, 0, 1.818080e-04, 3.717474e-06
count_primes, mack, 1, 0, 1.831617e-04, 6.722704e-06
count_primes, mack, 1, 0, 1.815979e-04, 2.747383e-06
count_primes, mack, 1, 0, 1.850069e-04, 4.843472e-06
count_primes, mack, 1, 0, 1.820419e-04, 2.992958e-06
count_primes, mack, 1, 0, 1.835945e-04, 5.002345e-06
count_primes, mack, 1, 0, 1.815850e-04, 3.195125e-06
count_primes, mack, 1, 0, 1.810377e-04, 2.808462e-06
all_to_all, mack, 2, 0, 3.956865e-06, 2.233160e-07
all_to_all, mack, 2, 0, 3.903849e-06, 1.621797e-07
all_to_all, mack, 2, 0, 3.868898e-06, 1.109977e-07
all_to_all, mack, 2, 0, 4.023160e-06, 1.117928e-06
all_to_all, mack, 2, 0, 4.996587e-06, 7.584540e-07
all_to_all, mack, 2, 0, 5.506878e-06, 2.689654e-07
all_to_all, mack, 2, 0, 5.470228e-06, 2.244647e-07
all_to_all, mack, 2, 0, 5.641995e-06, 7.008271e-07
count_primes, mack, 2, 0, 1.929519e-04, 1.549288e-05
count_primes, mack, 2, 0, 1.935708e-04, 8.531621e-06
count_primes, mack, 2, 0, 1.911879e-04, 6.029019e-06
count_primes, mack, 2, 0, 1.912022e-04, 7.673362e-06
count_primes, mack, 2, 0, 1.878130e-04, 3.705692e-06
count_primes, mack, 2, 0, 1.879855e-04, 4.978364e-06
count_primes, mack, 2, 0, 1.918056e-04, 1.324510e-05
count_primes, mack, 2, 0, 1.900907e-04, 5.692313e-06
all_to_all, mack, 4, 0, 1.212813e-05, 4.730022e-06
all_to_all, mack, 4, 0, 1.010257e-05, 4.512265e-06
all_to_all, mack, 4, 0, 1.311663e-05, 5.356893e-06
all_to_all, mack, 4, 0, 1.183870e-05, 4.693333e-06
all_to_all, mack, 4, 0, 1.004771e-05, 4.849552e-06
all_to_all, mack, 4, 0, 1.165540e-05, 3.613446e-06
all_to_all, mack, 4, 0, 1.027344e-05, 2.895280e-06
all_to_all, mack, 4, 0, 1.309489e-05, 5.031783e-06
count_primes, mack, 4, 0, 2.287191e-04, 5.781248e-05
count_primes, mack, 4, 0, 2.239108e-04, 5.346970e-05
count_primes, mack, 4, 0, 2.269539e-04, 5.724450e-05
count_primes, mack, 4, 0, 2.312223e-04, 4.948392e-05
count_primes, mack, 4, 0, 2.374882e-04, 5.982186e-05
count_primes, mack, 4, 0, 2.420514e-04, 9.174197e-05
count_primes, mack, 4, 0, 2.266328e-04, 6.254539e-05
count_primes, mack, 4, 0, 2.268527e-04, 3.117998e-05
all_to_all, mack, 6, 1, 5.200608e-05, 1.436713e-05
all_to_all, mack, 6, 1, 5.135078e-05, 1.919811e-05
all_to_all, mack, 6, 1, 4.482469e-05, 9.168031e-06
all_to_all, mack, 6, 1, 4.453349e-05, 8.546213e-06
all_to_all, mack, 6, 1, 5.422739e-05, 1.696732e-05
all_to_all, mack, 6, 1, 5.154163e-05, 1.136774e-05
all_to_all, mack, 6, 1, 4.688895e-05, 1.078974e-05
all_to_all, mack, 6, 1, 4.753031e-05, 7.591855e-06
count_primes, mack, 6, 1, 4.394088e-04, 5.078722e-05
count_primes, mack, 6, 1, 4.298586e-04, 3.695147e-05
count_primes, mack, 6, 1, 4.369465e-04, 3.560335e-05
count_primes, mack, 6, 1, 4.246350e-04, 3.496095e-05
count_primes, mack, 6, 1, 4.273749e-04, 3.791901e-05
count_primes, mack, 6, 1, 4.430220e-04, 6.134531e-05
count_primes, mack, 6, 1, 4.273761e-04, 5.172597e-05
count_primes, mack, 6, 1, 4.353125e-04, 5.056069e-05
all_to_all, mack, 8, 1, 9.196890e-05, 1.976768e-05
all_to_all, mack, 8, 1, 8.493177e-05, 1.774983e-05
all_to_all, mack, 8, 1, 8.637348e-05, 3.081812e-05
all_to_all, mack, 8, 1, 8.963337e-05, 1.622143e-05
all_to_all, mack, 8, 1, 9.090593e-05, 2.102318e-05
all_to_all, mack, 8, 1, 8.533962e-05, 1.977872e-05
all_to_all, mack, 8, 1, 8.904690e-05, 2.980514e-05
all_to_all, mack, 8, 1, 9.208031e-05, 1.961942e-05
count_primes, mack, 8, 1, 6.053992e-04, 8.454689e-05
count_primes, mack, 8, 1, 6.056258e-04, 6.713178e-05
count_primes, mack, 8, 1, 6.095000e-04, 9.131568e-05
count_primes, mack, 8, 1, 6.280348e-04, 7.673525e-05
count_primes, mack, 8, 1, 6.369176e-04, 7.403482e-05
count_primes, mack, 8, 1, 6.147741e-04, 8.489976e-05
count_primes, mack, 8, 1, 6.106201e-04, 7.652774e-05
count_primes, mack, 8, 1, 6.201121e-04, 6.980519e-05
all_to_all, mack, 16, 1, 3.244917e-04, 5.709689e-05
all_to_all, mack, 16, 1, 3.185566e-04, 4.137611e-05
all_to_all, mack, 16, 1, 3.262062e-04, 4.347591e-05
all_to_all, mack, 16, 1, 3.225758e-04, 4.086719e-05
all_to_all, mack, 16, 1, 3.278697e-04, 4.095466e-05
all_to_all, mack, 16, 1, 3.325395e-04, 3.903720e-05
all_to_all, mack, 16, 1, 3.244993e-04, 4.768905e-05
all_to_all, mack, 16, 1, 3.243980e-04, 4.021411e-05
count_primes, mack, 16, 1, 1.184973e-03, 9.670224e-05
count_primes, mack, 16, 1, 1.187368e-03, 1.094579e-04
count_primes, mack, 16, 1, 1.193603e-03, 9.626685e-05
count_primes, mack, 16, 1, 1.192670e-03, 9.490747e-05
count_primes, mack, 16, 1, 1.205792e-03, 1.135137e-04
count_primes, mack, 16, 1, 1.194156e-03, 1.087330e-04
count_primes, mack, 16, 1, 1.186617e-03, 1.086568e-04
count_primes, mack, 16, 1, 1.184083e-03, 1.059564e-04
all_to_all, mack, 32, 1, 1.216262e-03, 1.017360e-04
all_to_all, mack, 32, 1, 1.210759e-03, 8.925011e-05
all_to_all, mack, 32, 1, 1.216801e-03, 9.168526e-05
all_to_all, mack, 32, 1, 1.206498e-03, 7.576556e-05
all_to_all, mack, 32, 1, 1.212168e-03, 8.911317e-05
all_to_all, mack, 32, 1, 1.216159e-03, 8.515812e-05
all_to_all, mack, 32, 1, 1.228737e-03, 9.432383e-05
all_to_all, mack, 32, 1, 1.210309e-03, 8.745899e-05
count_primes, mack, 32, 1, 2.525096e-03, 1.586512e-04
count_primes, mack, 32, 1, 2.548136e-03, 1.636072e-04
count_primes, mack, 32, 1, 2.560826e-03, 1.808515e-04
count_primes, mack, 32, 1, 2.558314e-03, 1.597093e-04
count_primes, mack, 32, 1, 2.543110e-03, 1.752959e-04
count_primes, mack, 32, 1, 2.552092e-03, 1.741910e-04
count_primes, mack, 32, 1, 2.561339e-03, 1.691536e-04
count_primes, mack, 32, 1, 2.583269e-03, 1.778627e-04
count_primes, mack, 64, 1, 5.042265e-03, 3.198676e-04
count_primes, mack, 64, 1, 5.068864e-03, 2.650596e-04
count_primes, mack, 64, 1, 5.025403e-03, 3.072185e-04
count_primes, mack, 64, 1, 5.073157e-03, 3.141180e-04
count_primes, mack, 64, 1, 5.040857e-03, 3.116299e-04
count_primes, mack, 64, 1, 5.035094e-03, 2.673025e-04
count_primes, mack, 64, 1, 5.029409e-03, 3.064888e-04
count_primes, mack, 64, 1, 5.039218e-03, 3.120954e-04
count_primes, mack, 128, 1, 1.130700e-02, 6.168439e-04
count_primes, mack, 128, 1, 1.142107e-02, 1.243918e-03
count_primes, mack, 128, 1, 1.118032e-02, 4.421892e-04
count_primes, mack, 128, 1, 1.129131e-02, 7.007289e-04
count_primes, mack, 128, 1, 1.126176e-02, 4.121414e-04
count_primes, mack, 128, 1, 1.125626e-02, 4.246548e-04
count_primes, mack, 128, 1, 1.124168e-02, 4.186716e-04
count_primes, mack, 128, 1, 1.121369e-02, 5.103011e-04
all_to_all, ocotillo, 1, 0, 4.716897e-07, 1.296482e-07
all_to_all, ocotillo, 1, 0, 4.161501e-07, 1.897493e-08
all_to_all, ocotillo, 1, 0, 4.148245e-07, 1.373690e-08
all_to_all, ocotillo, 1, 0, 4.170871e-07, 1.957981e-08
all_to_all, ocotillo, 1, 0, 4.166818e-07, 1.878777e-08
all_to_all, ocotillo, 1, 0, 4.150414e-07, 1.607319e-08
all_to_all, ocotillo, 1, 0, 4.152012e-07, 1.532453e-08
all_to_all, ocotillo, 1, 0, 4.303384e-07, 4.943310e-08
count_primes, ocotillo, 1, 0, 2.124493e-04, 4.096512e-06
count_primes, ocotillo, 1, 0, 2.177540e-04, 1.047668e-05
count_primes, ocotillo, 1, 0, 2.204646e-04, 1.151464e-05
count_primes, ocotillo, 1, 0, 2.173185e-04, 8.632536e-06
count_primes, ocotillo, 1, 0, 2.134764e-04, 5.635612e-06
count_primes, ocotillo, 1, 0, 2.121077e-04, 1.311339e-06
count_primes, ocotillo, 1, 0, 2.220336e-04, 1.130509e-05
count_primes, ocotillo, 1, 0, 2.118682e-04, 1.352190e-06
all_to_all, ocotillo, 2, 0, 1.739786e-06, 4.734952e-07
all_to_all, ocotillo, 2, 0, 1.643748e-06, 1.048870e-07
all_to_all, ocotillo, 2, 0, 1.644828e-06, 1.625847e-07
all_to_all, ocotillo, 2, 0, 1.625524e-06, 4.574982e-08
all_to_all, ocotillo, 2, 0, 1.830988e-06, 5.433750e-07
all_to_all, ocotillo, 2, 0, 1.634865e-06, 7.418315e-08
all_to_all, ocotillo, 2, 0, 1.641467e-06, 8.519878e-08
all_to_all, ocotillo, 2, 0, 1.628220e-06, 5.893798e-08
count_primes, ocotillo, 2, 0, 2.204902e-04, 3.847782e-06
count_primes, ocotillo, 2, 0, 2.215113e-04, 5.267016e-06
count_primes, ocotillo, 2, 0, 2.229264e-04, 1.193729e-05
count_primes, ocotillo, 2, 0, 2.317141e-04, 2.347312e-05
count_primes, ocotillo, 2, 0, 2.410151e-04, 2.637101e-05
count_primes, ocotillo, 2, 0, 2.332695e-04, 1.988382e-05
count_primes, ocotillo, 2, 0, 2.479689e-04, 4.228171e-05
count_primes, ocotillo, 2, 0, 2.486202e-04, 4.523025e-05
all_to_all, ocotillo, 4, 0, 5.624876e-06, 2.487921e-06
all_to_all, ocotillo, 4, 0, 5.896690e-06, 2.716049e-06
all_to_all, ocotillo, 4, 0, 5.706136e-06, 2.561184e-06
all_to_all, ocotillo, 4, 0, 5.546679e-06, 2.654674e-06
all_to_all, ocotillo, 4, 0, 5.450335e-06, 2.488821e-06
all_to_all, ocotillo, 4, 0, 6.053483e-06, 4.543206e-06
all_to_all, ocotillo, 4, 0, 5.979269e-06, 4.298273e-06
all_to_all, ocotillo, 4, 0, 6.942213e-06, 5.754692e-06
count_primes, ocotillo, 4, 0, 4.357718e-04, 5.339055e-05
count_primes, ocotillo, 4, 0, 4.123247e-04, 3.482663e-05
count_primes, ocotillo, 4, 0, 3.932264e-04, 4.393374e-05
count_primes, ocotillo, 4, 0, 3.881638e-04, 2.687404e-05
count_primes, ocotillo, 4, 0, 3.756909e-04, 2.459570e-05
count_primes, ocotillo, 4, 0, 3.775098e-04, 1.930273e-05
count_primes, ocotillo, 4, 0, 3.843516e-04, 5.058791e-05
count_primes, ocotillo, 4, 0, 3.883251e-04, 3.654323e-05
all_to_all, sahu, 1, 0, 1.755393e-07, 9.678309e-08
all_to_all, sahu, 1, 0, 1.105396e-07, 1.071056e-09
all_to_all, sahu, 1, 0, 1.092644e-07, 1.192038e-09
all_to_all, sahu, 1, 0, 1.080865e-07, 7.879596e-10
all_to_all, sahu, 1, 0, 1.078647e-07, 8.164517e-10
all_to_all, sahu, 1, 0, 1.087157e-07, 1.437887e-09
all_to_all, sahu, 1, 0, 1.085721e-07, 9.836642e-10
all_to_all, sahu, 1, 0, 1.092334e-07, 1.349055e-09
count_primes, sahu, 1, 0, 1.172040e-04, 3.122986e-06
count_primes, sahu, 1, 0, 1.164626e-04, 3.832686e-06
count_primes, sahu, 1, 0, 1.172166e-04, 4.546034e-06
count_primes, sahu, 1, 0, 1.160339e-04, 2.935748e-06
count_primes, sahu, 1, 0, 1.165544e-04, 3.462889e-06
count_primes, sahu, 1, 0, 1.174810e-04, 5.508690e-06
count_primes, sahu, 1, 0, 1.167750e-04, 3.130688e-06
count_primes, sahu, 1, 0, 1.167592e-04, 3.318524e-06
all_to_all, sahu, 2, 0, 3.666344e-06, 5.565388e-07
all_to_all, sahu, 2, 0, 3.526355e-06, 1.977666e-07
all_to_all, sahu, 2, 0, 3.596906e-06, 9.172395e-08
all_to_all, sahu, 2, 0, 3.615917e-06, 1.955104e-08
all_to_all, sahu, 2, 0, 3.577006e-06, 2.585320e-08
all_to_all, sahu, 2, 0, 3.566094e-06, 2.660167e-08
all_to_all, sahu, 2, 0, 3.585119e-06, 1.971937e-08
all_to_all, sahu, 2, 0, 3.595196e-06, 3.087856e-08
count_primes, sahu, 2, 0, 1.177542e-04, 3.728026e-06
count_primes, sahu, 2, 0, 1.180200e-04, 5.027891e-06
count_primes, sahu, 2, 0, 1.177574e-04, 3.627671e-06
count_primes, sahu, 2, 0, 1.177906e-04, 3.213024e-06
count_primes, sahu, 2, 0, 1.176706e-04, 5.133063e-06
count_primes, sahu, 2, 0, 1.172773e-04, 3.160998e-06
count_primes, sahu, 2, 0, 1.176415e-04, 4.904351e-06
count_primes, sahu, 2, 0, 1.168809e-04, 3.393822e-06
all_to_all, sahu, 4, 0, 1.973764e-05, 4.965758e-06
all_to_all, sahu, 4, 0, 1.645332e-05, 2.837072e-07
all_to_all, sahu, 4, 0, 1.641257e-05, 1.027990e-07
all_to_all, sahu, 4, 0, 1.644772e-05, 9.215019e-08
all_to_all, sahu, 4, 0, 1.647715e-05, 9.831705e-08
all_to_all, sahu, 4, 0, 1.646866e-05, 9.061960e-08
all_to_all, sahu, 4, 0, 1.641560e-05, 1.017613e-07
all_to_all, sahu, 4, 0, 1.638841e-05, 9.100188e-08
count_primes, sahu, 4, 0, 1.178890e-04, 3.699595e-06
count_primes, sahu, 4, 0, 1.181114e-04, 5.102139e-06
count_primes, sahu, 4, 0, 1.189395e-04, 3.937866e-06
count_primes, sahu, 4, 0, 1.187142e-04, 4.471507e-06
count_primes, sahu, 4, 0, 1.181299e-04, 3.504484e-06
count_primes, sahu, 4, 0, 1.181739e-04, 4.038083e-06
count_primes, sahu, 4, 0, 1.183647e-04, 5.793113e-06
count_primes, sahu, 4, 0, 1.182770e-04, 4.606765e-06
all_to_all, sahu, 6, 0, 2.355448e-05, 2.213020e-06
all_to_all, sahu, 6, 0, 2.383065e-05, 1.419886e-07
all_to_all, sahu, 6, 0, 2.386551e-05, 1.436642e-07
all_to_all, sahu, 6, 0, 2.393168e-05, 2.670000e-07
all_to_all, sahu, 6, 0, 2.416968e-05, 7.218375e-07
all_to_all, sahu, 6, 0, 2.403963e-05, 2.437340e-07
all_to_all, sahu, 6, 0, 2.435131e-05, 1.032917e-06
all_to_all, sahu, 6, 0, 2.402657e-05, 2.858502e-07
count_primes, sahu, 6, 0, 1.214696e-04, 8.927915e-06
count_primes, sahu, 6, 0, 1.189214e-04, 4.900228e-06
count_primes, sahu, 6, 0, 1.192506e-04, 6.608139e-06
count_primes, sahu, 6, 0, 1.187784e-04, 3.916100e-06
count_primes, sahu, 6, 0, 1.184998e-04, 3.548365e-06
count_primes, sahu, 6, 0, 1.190200e-04, 5.335269e-06
count_primes, sahu, 6, 0, 1.184757e-04, 3.158655e-06
count_primes, sahu, 6, 0, 1.189981e-04, 5.845500e-06
all_to_all, sahu, 8, 0, 3.437166e-05, 2.442999e-06
all_to_all, sahu, 8, 0, 3.479283e-05, 3.571667e-07
all_to_all, sahu, 8, 0, 3.465277e-05, 1.296606e-07
all_to_all, sahu, 8, 0, 3.473507e-05, 3.575457e-07
all_to_all, sahu, 8, 0, 3.471317e-05, 1.064192e-07
all_to_all, sahu, 8, 0, 3.478049e-05, 3.198394e-07
all_to_all, sahu, 8, 0, 3.467894e-05, 1.409930e-07
all_to_all, sahu, 8, 0, 3.473816e-05, 3.322667e-07
count_primes, sahu, 8, 0, 1.193447e-04, 4.131719e-06
count_primes, sahu, 8, 0, 1.185556e-04, 4.420653e-06
count_primes, sahu, 8, 0, 1.187949e-04, 4.989005e-06
count_primes, sahu, 8, 0, 1.187544e-04, 4.175878e-06
count_primes, sahu, 8, 0, 1.189228e-04, 6.411820e-06
count_primes, sahu, 8, 0, 1.184955e-04, 4.759842e-06
count_primes, sahu, 8, 0, 1.181785e-04, 3.573237e-06
count_primes, sahu, 8, 0, 1.207745e-04, 6.880307e-06
all_to_all, sahu, 16, 0, 7.502909e-05, 3.550742e-06
all_to_all, sahu, 16, 0, 7.712763e-05, 5.152480e-07
all_to_all, sahu, 16, 0, 7.717082e-05, 6.929006e-07
all_to_all, sahu, 16, 0, 7.613687e-05, 6.617288e-07
all_to_all, sahu, 16, 0, 7.621108e-05, 9.579748e-07
all_to_all, sahu, 16, 0, 7.718502e-05, 4.933800e-07
all_to_all, sahu, 16, 0, 7.558370e-05, 8.615636e-07
all_to_all, sahu, 16, 0, 7.639754e-05, 1.408056e-06
count_primes, sahu, 16, 0, 1.206377e-04, 4.184289e-06
count_primes, sahu, 16, 0, 1.193707e-04, 3.728456e-06
count_primes, sahu, 16, 0, 1.199990e-04, 6.088308e-06
count_primes, sahu, 16, 0, 1.197501e-04, 4.100262e-06
count_primes, sahu, 16, 0, 1.207745e-04, 7.032922e-06
count_primes, sahu, 16, 0, 1.199423e-04, 4.753769e-06
count_primes, sahu, 16, 0, 1.202260e-04, 5.859630e-06
count_primes, sahu, 16, 0, 1.203572e-04, 5.996396e-06
count_primes, sahu, 32, 0, 1.300718e-04, 1.187634e-05
count_primes, sahu, 32, 0, 1.287200e-04, 8.358199e-06
count_primes, sahu, 32, 0, 1.267283e-04, 8.828566e-06
count_primes, sahu, 32, 0, 1.250275e-04, 4.825579e-06
count_primes, sahu, 32, 0, 1.264948e-04, 7.866251e-06
count_primes, sahu, 32, 0, 1.254252e-04, 5.404980e-06
count_primes, sahu, 32, 0, 1.258746e-04, 5.903433e-06
count_primes, sahu, 32, 0, 1.263710e-04, 7.548363e-06
count_primes, sahu, 64, 0, 1.541876e-04, 1.941080e-05
count_primes, sahu, 64, 0, 1.495694e-04, 9.554423e-06
count_primes, sahu, 64, 0, 1.533619e-04, 1.582892e-05
count_primes, sahu, 64, 0, 1.527085e-04, 1.349756e-05
count_primes, sahu, 64, 0, 1.535124e-04, 1.495073e-05
count_primes, sahu, 64, 0, 1.504629e-04, 9.351902e-06
count_primes, sahu, 64, 0, 1.524388e-04, 1.499394e-05
count_primes, sahu, 64, 0, 1.548487e-04, 1.681085e-05
all_to_all, wheeler282.alliance.unm.edu, 1, 0, 2.401918e-07, 1.719563e-08
all_to_all, wheeler282.alliance.unm.edu, 1, 0, 2.103282e-07, 8.877257e-09
all_to_all, wheeler282.alliance.unm.edu, 1, 0, 1.927559e-07, 5.243941e-09
all_to_all, wheeler282.alliance.unm.edu, 1, 0, 1.796831e-07, 4.609884e-09
all_to_all, wheeler282.alliance.unm.edu, 1, 0, 1.703051e-07, 7.349339e-09
all_to_all, wheeler282.alliance.unm.edu, 1, 0, 1.550576e-07, 1.212344e-08
all_to_all, wheeler282.alliance.unm.edu, 1, 0, 1.428163e-07, 9.892551e-10
all_to_all, wheeler282.alliance.unm.edu, 1, 0, 1.428049e-07, 1.465937e-09
count_primes, wheeler282.alliance.unm.edu, 1, 0, 2.226880e-04, 8.379851e-07
count_primes, wheeler282.alliance.unm.edu, 1, 0, 2.226595e-04, 4.439894e-07
count_primes, wheeler282.alliance.unm.edu, 1, 0, 2.226316e-04, 4.427100e-07
count_primes, wheeler282.alliance.unm.edu, 1, 0, 2.226079e-04, 4.592148e-07
